,Artist,Title,vader_sentiment,textblob_subjectivity,NRC_emotion_vector_norm,NRC_emotion_dominant
0,Ariana Grande,"​thank u, next",0.9998,0.751095461658842,"[6.66814854e-03 2.45307476e-03 2.23691463e-06 3.31987567e-04
 9.02435772e-04 9.89640991e-01 8.22914905e-07 3.02733476e-07]",trust
1,Ariana Grande,7 rings,0.9983,0.5696797520661157,"[2.96326086e-01 2.70214414e-04 1.09012275e-01 7.34518931e-04
 2.96326086e-01 2.96326086e-01 7.34518931e-04 2.70214414e-04]",others
2,Ariana Grande,​God is a woman,0.9982,0.5495726495726496,"[9.92077965e-01 1.01805847e-10 2.04482509e-09 6.68456875e-03
 3.32805081e-04 9.04658005e-04 1.01805847e-10 7.52249112e-10]",joy
3,Ariana Grande,Side To Side,-0.6497,0.6482828282828283,"[4.90974480e-01 3.30816003e-03 1.21700406e-03 8.99251128e-03
 1.21700406e-03 8.20010886e-06 3.30816003e-03 4.90974480e-01]",others
4,Ariana Grande,​​no tears left to cry,0.7234,0.7078869047619047,"[8.31356158e-07 9.99792478e-01 2.25986034e-06 4.53905083e-05
 1.66982348e-05 2.25986034e-06 1.23384194e-04 1.66982348e-05]",sadness
5,Ariana Grande,​​breathin,0.9224,0.3287037037037037,"[0.00226095 0.00226095 0.01670627 0.00226095 0.91213133 0.04541234
 0.00226095 0.01670627]",anticipation
6,Ariana Grande,"​break up with your girlfriend, i’m bored",0.9912,0.2288819875776396,"[3.15732828e-04 2.33296758e-03 9.41186296e-01 2.33296758e-03
 3.15732828e-04 3.15732828e-04 4.68589065e-02 6.34166338e-03]",anger
7,Ariana Grande,​positions,0.9903,0.4568376068376065,"[9.98804805e-01 2.25762787e-06 1.66817390e-05 2.25762787e-06
 1.23262305e-04 9.10792088e-04 1.66817390e-05 1.23262305e-04]",joy
8,Ariana Grande,34+35,0.9992,0.4199254449254449,"[0.01425539 0.28632726 0.28632726 0.10533391 0.00524427 0.28632726
 0.00192926 0.01425539]",others
9,Ariana Grande,​imagine,0.9957,0.4670437405731523,"[9.78358190e-01 1.63402457e-05 3.28202609e-04 1.63402457e-05
 1.79192553e-02 8.92147189e-04 2.42510749e-03 4.44173931e-05]",joy
10,Ariana Grande,​needy,0.9189,0.3160130718954245,"[6.55777621e-01 1.09526016e-05 2.41247105e-01 5.97991786e-04
 3.26492452e-02 3.26492452e-02 3.26492452e-02 4.41859485e-03]",joy
11,Ariana Grande,​pov,0.9985,0.3125541125541122,"[9.93305158e-01 8.25961766e-07 2.04735452e-09 8.25961766e-07
 3.03854353e-07 6.69283751e-03 5.56528660e-09 4.11222149e-08]",joy
12,Ariana Grande,​ghostin,0.9651,0.6325,"[7.09320695e-01 2.60944501e-01 4.77936525e-03 1.75823022e-03
 1.29916617e-02 4.77936525e-03 4.77936525e-03 6.46816749e-04]",joy
13,Ariana Grande,​pete davidson,0.9987,0.0999999999999999,"[1.76684220e-02 1.81311220e-12 2.45378053e-13 6.67006703e-13
 9.64663156e-01 1.76684220e-02 2.45378053e-13 2.45378053e-13]",anticipation
14,Ariana Grande,​in my head,0.997,0.3482456140350877,"[4.53815924e-05 3.35327132e-04 1.52238282e-08 4.13826557e-08
 9.99596092e-01 6.14173066e-06 1.66949548e-05 3.05778764e-07]",anticipation
15,Ariana Grande,​sweetener,0.995,0.5549450549450549,"[8.71442314e-02 7.24629311e-08 2.36882581e-01 1.96974669e-07
 6.43913615e-01 1.96974669e-07 3.20585712e-02 5.35432663e-07]",anticipation
16,Ariana Grande,​R.E.M.,0.9943,0.5664072039072039,"[4.50007068e-12 1.19202922e-01 8.24216696e-14 6.67869706e-10
 1.65548349e-12 2.45695534e-10 6.09018340e-13 8.80797077e-01]",disgust
17,Ariana Grande,NASA,0.9747,0.4999444444444444,"[9.78313903e-01 2.42499772e-03 8.13496107e-07 8.92106805e-04
 1.79184442e-02 1.20733527e-04 3.28187753e-04 8.13496107e-07]",joy
18,Ariana Grande,Dangerous Woman,0.9901,0.3484848484848485,"[5.81541767e-06 6.37737985e-03 2.89532597e-07 9.46487090e-01
 7.87031198e-07 5.81541767e-06 5.30297450e-09 4.71228175e-02]",fear
19,Ariana Grande,Let Me Love You,0.9994,0.559083694083694,"[9.99999581e-01 5.10908689e-12 1.87952803e-12 1.02618753e-10
 3.77513296e-11 3.05902192e-07 1.38879381e-11 1.12535128e-07]",joy
20,Ariana Grande,​bloodline,0.9984,0.4309259259259259,"[2.64542110e-01 7.19100012e-01 8.87439916e-05 4.41830318e-06
 1.78247072e-03 1.31707761e-02 6.55734332e-04 6.55734332e-04]",sadness
21,Ariana Grande,Into You,-0.9707,0.4977361436377832,"[9.99997288e-01 1.52299384e-08 1.12534870e-07 2.26032328e-06
 3.05901491e-07 1.52299384e-08 7.58253986e-10 2.06114803e-09]",joy
22,Ariana Grande,​fake smile,0.9774,0.4026836158192087,"[9.75321718e-01 1.20364262e-04 1.20364262e-04 4.03777117e-08
 2.01028789e-09 6.57166604e-03 1.78636404e-02 2.20454836e-06]",joy
23,Ariana Grande,​goodnight n go,0.984,0.4163398692810458,"[9.43970475e-01 4.69975226e-02 3.16666816e-04 6.36042303e-03
 8.60789652e-04 3.16666816e-04 8.60789652e-04 3.16666816e-04]",joy
24,Ariana Grande,​the light is coming,-0.9373,0.572787524366472,"[2.63795229e-10 6.37196130e-03 4.70827795e-02 8.62351188e-04
 9.45682907e-01 3.57008021e-11 9.70448416e-11 7.17069779e-10]",anticipation
25,Ariana Grande,One Last Time,0.993,0.6653333333333333,"[4.49148227e-02 8.22643674e-04 3.02633695e-04 8.22643674e-04
 9.02138330e-01 4.49148227e-02 5.54292947e-06 6.07856026e-03]",anticipation
26,Ariana Grande,​bad idea,-0.9908,0.3493827160493828,"[4.06855851e-09 7.26165684e-01 1.79998477e-03 2.67141426e-01
 3.00628070e-08 4.06855851e-09 1.49673903e-09 4.89286589e-03]",sadness
27,Ariana Grande,​better off,0.9946,0.4752777777777778,"[0.01007874 0.55028065 0.20243694 0.07447239 0.07447239 0.00370776
 0.01007874 0.07447239]",sadness
28,Ariana Grande,​make up,0.968,0.4101503759398497,"[7.05376708e-01 3.51186384e-02 1.59438372e-06 2.59493589e-01
 5.86540990e-07 2.15776372e-07 4.33398428e-06 4.33398428e-06]",joy
29,Ariana Grande,​get well soon,0.9955,0.6315955117679255,"[3.19344246e-04 2.15172461e-06 3.19344246e-04 5.84899390e-06
 4.73948884e-02 9.51951782e-01 5.84899390e-06 7.91575246e-07]",trust
30,Ariana Grande,The Way,0.9998,0.4648326898326893,"[1.00000000e+00 4.78089288e-25 2.38026641e-26 9.60268005e-24
 3.53262857e-24 4.35961000e-28 1.18506486e-27 6.47023493e-26]",joy
31,Ariana Grande,Problem,-0.9907,0.8131868131868132,"[3.73504336e-12 7.31058579e-01 2.29488996e-17 2.68941421e-01
 2.51665242e-14 3.40591868e-15 1.25296746e-15 4.60940970e-16]",sadness
32,Ariana Grande,​everytime,0.9143,0.8232001332001332,"[5.64522120e-03 7.63997610e-04 2.81059014e-04 1.13387299e-01
 8.37825112e-01 4.17128561e-02 1.03395833e-04 2.81059014e-04]",anticipation
33,Ariana Grande,Focus,0.9994,0.477037037037037,"[0.01474728 0.00542522 0.04008726 0.10896846 0.00542522 0.80517407
 0.00542522 0.01474728]",trust
34,Ariana Grande,Everyday,-0.9708,0.4777891156462583,"[9.98462756e-01 4.13357362e-08 1.23220093e-04 5.59418357e-09
 9.10480180e-04 3.34946940e-04 4.53301390e-05 1.23220093e-04]",joy
35,Ariana Grande,Moonlight,0.9733,0.5821428571428571,"[8.72346108e-01 1.59775763e-02 2.16232981e-03 5.87782184e-03
 4.34315553e-02 4.34315553e-02 1.59775763e-02 7.95476684e-04]",joy
36,Ariana Grande,​just like magic,0.998,0.3261641511641512,"[0.67484119 0.01236015 0.01236015 0.00167276 0.03359836 0.2482602
 0.00454704 0.01236015]",joy
37,Ariana Grande,​nasty,0.9225,0.2931972789115648,"[2.51665242e-14 7.31058578e-01 1.01529005e-11 2.68941421e-01
 1.01529005e-11 1.85956859e-13 2.29488996e-17 2.03926458e-10]",sadness
38,Ariana Grande,​successful,0.9996,0.323558897243108,"[1.00000000e+00 2.38026641e-26 8.75651076e-27 1.71390843e-15
 3.44247711e-14 1.56288219e-18 3.77513454e-11 2.61027907e-23]",joy
39,Ariana Grande,Be Alright,0.9955,0.494047619047619,"[9.99158816e-01 1.23305994e-04 1.23305994e-04 1.23305994e-04
 3.35180442e-04 4.53617401e-05 4.53617401e-05 4.53617401e-05]",joy
40,Ariana Grande,​safety net,0.919,0.6886243386243387,"[2.08203171e-03 8.39951541e-01 1.13675080e-01 1.03658255e-04
 4.18187248e-02 2.08203171e-03 5.16084063e-06 2.81772351e-04]",sadness
41,Ariana Grande,​shut up,-0.9922,0.4185714285714286,"[0.07475885 0.07475885 0.20321563 0.01011751 0.20321563 0.02750225
 0.20321563 0.20321563]",others
42,Ariana Grande,​obvious,0.9986,0.4085119047619047,"[9.81919426e-01 3.00371431e-07 6.03312147e-06 3.00371431e-07
 4.45790730e-05 1.79844816e-02 3.00371431e-07 4.45790730e-05]",joy
43,Ariana Grande,​my hair,0.9306,0.7256944444444444,"[0.67819065 0.0124215  0.00456961 0.00456961 0.2494924  0.03376512
 0.0124215  0.00456961]",joy
44,Ariana Grande,​love language,0.9909,0.3900898078529655,"[9.99997123e-01 1.02618501e-10 3.05901440e-07 7.58253861e-10
 2.06114769e-09 2.26032290e-06 2.06114769e-09 3.05901440e-07]",joy
45,Ariana Grande,​six thirty,0.9932,0.5442708333333337,"[3.82614703e-03 2.08900550e-01 2.08900550e-01 5.67850568e-01
 7.00783274e-05 2.57803759e-05 2.57803759e-05 1.04005460e-02]",fear
46,Ariana Grande,Break Free,0.9853,0.4097883597883596,"[6.16367720e-05 4.99447936e-01 4.55437566e-04 4.99447936e-01
 6.16367720e-05 8.34163000e-06 4.55437566e-04 6.16367720e-05]",others
47,Ariana Grande,My Everything,0.9739,0.5011904761904762,"[0.15899264 0.15899264 0.15899264 0.43218681 0.05849012 0.00791578
 0.02151731 0.00291205]",fear
48,Ariana Grande,34+35 (Remix),0.9985,0.4245300751879697,"[6.84152555e-01 9.25899798e-02 9.25899798e-02 9.25899798e-02
 6.23866377e-04 3.40619500e-02 1.69584463e-03 1.69584463e-03]",joy
49,Ariana Grande,​borderline,0.9867,0.3864906832298138,"[1.18820511e-01 2.94526601e-04 1.08350282e-04 3.98598410e-05
 8.77971425e-01 2.94526601e-04 2.17627358e-03 2.94526601e-04]",anticipation
50,Ariana Grande,Touch It,0.5945,0.3727272727272728,"[7.57305201e-01 1.02490114e-01 4.65304397e-06 3.77040058e-02
 1.02490114e-01 6.29721024e-07 4.65304397e-06 6.29721024e-07]",joy
51,Ariana Grande,Greedy,-0.8787,0.3689655172413792,"[1.38879439e-11 4.78089288e-25 2.61027907e-23 4.78089288e-25
 5.24288566e-22 2.61027907e-23 1.92874985e-22 1.00000000e+00]",disgust
52,Ariana Grande,​blazed,0.9852,0.5759700176366844,"[9.62036658e-01 3.22727345e-04 3.22727345e-04 8.77263879e-04
 1.76203160e-02 1.76203160e-02 8.77263879e-04 3.22727345e-04]",joy
53,Ariana Grande,Right There,0.9982,0.5297619047619047,"[4.50934851e-05 6.69246658e-03 7.53137895e-10 9.93250107e-01
 6.10273958e-06 6.10273958e-06 1.11775574e-07 1.51271790e-08]",fear
54,Ariana Grande,Thinking Bout You,0.9734,0.7277777777777777,"[0.42098092 0.05697357 0.05697357 0.02095941 0.42098092 0.00771053
 0.00771053 0.00771053]",others
55,Ariana Grande,Just a Little Bit of Your Heart,0.9992,0.4697072072072071,"[0.10600394 0.01434607 0.03899667 0.01434607 0.01434607 0.01434607
 0.01434607 0.78326903]",disgust
56,Ariana Grande,​west side,0.9941,0.4915527455001138,"[4.95370689e-01 3.33778144e-03 4.51719597e-04 3.33778144e-03
 1.22790117e-03 4.95370689e-01 4.51719597e-04 4.51719597e-04]",others
57,Ariana Grande,Sometimes,0.9286,0.3296875000000001,"[9.82748677e-01 3.29675454e-04 2.43599042e-03 6.62170850e-03
 6.62170850e-03 3.29675454e-04 1.64135744e-05 8.96150796e-04]",joy
58,Ariana Grande,Honeymoon Avenue,-0.6594,0.6070436507936507,"[9.92059194e-01 2.24238057e-06 1.11641555e-07 1.65690758e-05
 6.68444227e-03 3.32798784e-04 9.04640888e-04 7.52234879e-10]",joy
59,Ariana Grande,Leave Me Lonely,0.9933,0.4042735042735043,"[9.99953713e-01 4.53978283e-05 3.77495980e-11 8.31490230e-07
 2.78933898e-10 4.13974609e-08 1.52292748e-08 7.58220945e-10]",joy
60,Ariana Grande,Santa Tell Me,0.9983,0.6912983657169705,"[9.81499807e-01 1.79767960e-02 1.63927161e-05 3.29256505e-04
 6.03054324e-06 4.45600223e-05 6.03054324e-06 1.21126699e-04]",joy
61,Ariana Grande,I Don’t Care,0.3915,0.375,"[0.21706792 0.21706792 0.21706792 0.07985482 0.02937695 0.07985482
 0.07985482 0.07985482]",others
62,Ariana Grande,Knew Better / Forever Boy,0.9977,0.3917142857142858,"[6.69273741e-03 4.11215999e-08 5.56520336e-09 1.51277912e-08
 1.65896374e-05 3.03849808e-07 5.56520336e-09 9.93290302e-01]",disgust
63,Ariana Grande,Break Your Heart Right Back,0.9995,0.5701115711985278,"[1.00000000e+00 1.38879439e-11 4.65888614e-15 9.35762297e-14
 3.77513454e-11 6.91440011e-13 5.10908903e-12 1.26641655e-14]",joy
64,Ariana Grande,Bad Decisions,0.9938,0.3154957064793129,"[9.10923642e-04 4.13558694e-08 1.23280109e-04 1.66841485e-05
 1.26508564e-14 2.54099243e-13 1.26508564e-14 9.98949071e-01]",disgust
65,Ariana Grande,Knew Better Part Two,0.9977,0.4703178400546819,"[9.93239712e-01 4.50930132e-05 6.10267571e-06 6.10267571e-06
 6.10267571e-06 2.24504893e-06 2.24504893e-06 6.69239654e-03]",joy
66,Ariana Grande,Tattooed Heart,0.9988,0.5642857142857143,"[0.08866454 0.03261786 0.01199944 0.08866454 0.65514727 0.08866454
 0.03261786 0.00162395]",anticipation
67,Ariana Grande,Jason’s Song (Gave It Away),0.0495,0.609672619047619,"[0.15403177 0.15403177 0.41870176 0.05666512 0.02084593 0.02084593
 0.02084593 0.15403177]",anger
68,Ariana Grande,How I Look on You,0.9936,0.4227272727272727,"[2.33703710e-01 4.28043277e-03 5.79293581e-04 4.28043277e-03
 3.16283578e-02 8.59747904e-02 4.28043277e-03 6.35272549e-01]",disgust
69,Ariana Grande,True Love,0.9994,0.4482993197278911,"[9.99999985e-01 5.74952218e-19 2.11513101e-19 5.74952218e-19
 8.53304750e-17 1.52299795e-08 2.11513101e-19 4.24835419e-18]",joy
70,Ariana Grande,Daydreamin’,0.9525,0.3564102564102565,"[0.23791327 0.0875234  0.011845   0.0875234  0.23791327 0.23791327
 0.0875234  0.011845  ]",others
71,Ariana Grande,Baby I,0.9934,0.2677655677655678,"[1.00000000e+00 7.98490425e-30 7.09547416e-23 2.17052201e-29
 2.38026641e-26 8.75651076e-27 2.17052201e-29 2.93748211e-30]",joy
72,Ariana Grande,Be My Baby,0.9963,0.2982142857142855,"[9.99999879e-01 2.06115337e-09 2.06115337e-09 2.06115337e-09
 2.78946776e-10 1.12535161e-07 3.77513409e-11 2.06115337e-09]",joy
73,Ariana Grande,Why Try,0.9726,0.3824074074074074,"[1.18665833e-01 2.17344054e-03 2.17344054e-03 8.76828494e-01
 5.38742047e-06 3.98079521e-05 5.38742047e-06 1.08209233e-04]",fear
74,Ariana Grande,December,0.9957,0.6481481481481481,"[7.31057226e-01 1.11339867e-08 4.09596482e-09 1.11339867e-08
 6.07895079e-07 6.07895079e-07 6.07895079e-07 2.68940924e-01]",joy
75,Ariana Grande,7 rings (Remix),0.9987,0.5086850649350649,"[4.17543193e-02 3.80750107e-05 5.65083263e-03 2.81338390e-04
 1.13500007e-01 8.38657922e-01 1.03498610e-04 1.40070137e-05]",trust
76,Ariana Grande,Wit It This Christmas,0.9943,0.3562962962962963,"[9.99911069e-01 2.26012839e-06 6.14366594e-06 6.14366594e-06
 6.14366594e-06 1.67002155e-05 6.14366594e-06 4.53958923e-05]",joy
77,Ariana Grande,Hands on Me,0.9967,0.4917857142857142,"[9.99996750e-01 2.78945903e-10 2.06114692e-09 4.13992426e-08
 2.26032206e-06 1.12534809e-07 8.31526016e-07 2.06114692e-09]",joy
78,Ariana Grande,Only 1,0.9859,0.282222222222222,"[9.98617209e-01 8.30378889e-07 6.13571619e-06 6.13571619e-06
 9.10621023e-04 3.34998753e-04 1.23239154e-04 8.30378889e-07]",joy
79,Ariana Grande,Step on Up,0.9978,0.3608730158730159,"[1.18882149e-01 8.78426871e-01 1.08406488e-04 2.94679387e-04
 2.17740252e-03 9.88539214e-08 1.98553409e-06 1.08406488e-04]",sadness
80,Ariana Grande,They Don’t Know,0.9931,0.3684873949579831,"[2.11883366e-01 7.10789506e-05 4.78926202e-07 1.93212620e-04
 5.75958703e-01 2.11883366e-01 9.61948992e-06 1.76187104e-07]",anticipation
81,Ariana Grande,You’ll Never Know,0.9743,0.6657051282051283,"[1.52299782e-08 4.13993730e-08 1.52299782e-08 5.60279588e-09
 5.60279588e-09 2.06115342e-09 1.52299782e-08 9.99999900e-01]",disgust
82,Ariana Grande,Winter Things,0.9827,0.2437499999999999,"[9.99975461e-01 2.26027394e-06 1.12532413e-07 2.26027394e-06
 1.67012910e-05 8.31508314e-07 2.26027394e-06 1.12532413e-07]",joy
83,Ariana Grande,Piano,0.9933,0.4257905138339918,"[1.51880678e-02 8.29240405e-01 4.12854487e-02 2.05548146e-03
 5.09502914e-06 1.12225485e-01 4.64606519e-09 1.26293146e-08]",sadness
84,Ariana Grande,Santa Baby,0.508,0.6245138888888888,"[2.68905316e-01 1.65221136e-06 4.49117612e-06 2.23602493e-07
 7.30960433e-01 3.31855523e-05 9.02076838e-05 4.49117612e-06]",anticipation
85,Ariana Grande,Intro (C&C),0.7539,0.0666666666666667,"[0.04703186 0.12784585 0.12784585 0.34752104 0.12784585 0.04703186
 0.12784585 0.04703186]",fear
86,Ariana Grande,You Don’t Know Me,0.997,0.4011904761904762,"[4.22133187e-01 5.20953739e-05 1.41609908e-04 1.41609908e-04
 1.55294121e-01 4.22133187e-01 5.20953739e-05 5.20953739e-05]",others
87,Ariana Grande,Lovin’ It,0.9994,0.3470588235294116,"[1.00000000e+00 4.65888615e-15 2.11513104e-19 3.13913279e-17
 4.65888615e-15 1.26641655e-14 7.78113224e-20 3.44247711e-14]",joy
88,Ariana Grande,Baby Loves (Intro),0.7391,0.2555555555555555,"[0.09495936 0.01285135 0.01285135 0.01285135 0.70166003 0.09495936
 0.0349336  0.0349336 ]",anticipation
89,Ariana Grande,Better Left Unsaid,0.997,0.6690972222222222,"[9.36490430e-02 9.36490430e-02 1.26740198e-02 1.26740198e-02
 9.36490430e-02 1.15572100e-05 6.91978032e-01 1.71524205e-03]",surprise
90,Ariana Grande,Last Christmas,0.9986,0.7621212121212122,"[9.96355141e-01 9.08558284e-04 6.12181756e-06 9.08558284e-04
 2.25209082e-06 9.08558284e-04 2.25209082e-06 9.08558284e-04]",joy
91,Ariana Grande,Not Just On Christmas,0.9674,0.2142857142857143,"[9.70778155e-01 6.54105176e-03 3.25659791e-04 6.54105176e-03
 2.40631846e-03 6.54105176e-03 3.25659791e-04 6.54105176e-03]",joy
92,Ariana Grande,Into You (Alex Ghenea Remix),-0.8906,0.5249004787100027,"[9.99963144e-01 2.26024610e-06 1.67010852e-05 1.67010852e-05
 8.31498072e-07 3.05891046e-07 1.52294184e-08 4.13978514e-08]",joy
93,Ariana Grande,Ridiculous,0.9824,0.1811224489795917,"[4.73141376e-02 1.95877583e-09 2.35563220e-03 1.95877583e-09
 3.93430642e-08 2.90708108e-07 3.93430642e-08 9.50329857e-01]",disgust
94,Ariana Grande,Intro,0.7953,0.7777777777777778,"[0.84221827 0.00567482 0.00567482 0.00567482 0.01542577 0.11398185
 0.00567482 0.00567482]",joy
95,Ariana Grande,Snow In California,0.9963,0.3123015873015872,"[4.74087334e-02 1.59038583e-05 2.15235317e-06 5.85070251e-06
 9.52229866e-01 1.59038583e-05 3.19437533e-04 2.15235317e-06]",anticipation
96,Ariana Grande,Too Close,0.9515,0.4524743230625581,"[0.194256   0.00355792 0.00355792 0.00355792 0.07146279 0.194256
 0.00130889 0.52804256]",disgust
97,Ariana Grande,Pink Champagne,0.9987,0.5384280303030301,"[1.80760767e-03 2.23076508e-07 4.48061144e-06 4.48061144e-06
 6.64981699e-04 7.29240981e-01 2.68272765e-01 4.48061144e-06]",trust
98,Ariana Grande,Cadillac Song,0.9346,0.7782051282051281,"[9.23715006e-01 1.69184305e-02 3.09871863e-04 4.59890622e-02
 6.22394275e-03 3.09871863e-04 6.22394275e-03 3.09871863e-04]",joy
99,Ariana Grande,Nobody Does It Better,0.9937,0.5052631578947369,"[0.14764008 0.00270412 0.00270412 0.14764008 0.40132733 0.00270412
 0.14764008 0.14764008]",anticipation
100,Ariana Grande,The Way (Spanglish Version),0.9994,0.4694444444444441,"[1.00000000e+00 5.10908903e-12 1.87952882e-12 2.78946809e-10
 5.10908903e-12 1.71390843e-15 4.65888614e-15 1.87952882e-12]",joy
101,Ariana Grande,​jada,0.8201,0.4,[0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125],others
102,Ariana Grande,Put Your Hearts Up,0.9997,0.5535612535612535,"[9.99992904e-01 5.60275668e-09 7.58250662e-10 6.14416875e-06
 8.31522818e-07 1.12534376e-07 7.58250662e-10 7.58250662e-10]",joy
103,Ariana Grande,Hope Is The Song,0.3472,0.6527777777777779,"[0.15820105 0.00787637 0.02141018 0.05819891 0.43003503 0.15820105
 0.15820105 0.00787637]",anticipation
104,Ariana Grande,Somewhere Over the Rainbow (Live From Manchester),0.9296,0.3476470588235294,"[0.20167995 0.01004105 0.0036939  0.0036939  0.20167995 0.54822294
 0.0036939  0.02729441]",trust
105,Ariana Grande,Bad to You (Demo),-0.6369,0.3366666666666666,"[0.04445157 0.12083189 0.32845513 0.32845513 0.04445157 0.04445157
 0.04445157 0.04445157]",others
106,Ariana Grande,Zero to Hero (From ”Hercules”),0.9973,0.3664379084967321,"[2.11900588e-01 3.22724166e-09 8.77255237e-09 6.48208816e-08
 2.11900588e-01 5.76005518e-01 1.93228325e-04 1.18723586e-09]",trust
107,Ariana Grande,My Way,0.9217,0.5895833333333333,"[0.06208351 0.06208351 0.06208351 0.06208351 0.06208351 0.06208351
 0.16876046 0.4587385 ]",disgust
108,Ariana Grande,Boyfriend Material,0.9948,0.4525,"[6.60438741e-03 2.21552516e-06 2.99838725e-07 2.99838725e-07
 6.60438741e-03 9.80178000e-01 6.02242178e-06 6.60438741e-03]",trust
109,Ariana Grande,Voodoo Love,0.998,0.4037773487773486,"[9.99997984e-01 3.05901704e-07 1.12534948e-07 8.31527043e-07
 1.12534948e-07 3.05901704e-07 4.13992937e-08 3.05901704e-07]",joy
110,Ariana Grande,Brand New You,0.973,0.5705627705627707,"[0.20995887 0.02841484 0.02841484 0.07723955 0.02841484 0.57072737
 0.02841484 0.02841484]",trust
111,Ariana Grande,Love Is Everything,1.0,0.4141193036354325,"[1.00000000e+00 9.46262947e-57 1.03770332e-53 6.99199000e-56
 1.68891188e-48 1.54008828e-51 4.18639400e-51 3.81749719e-54]",joy
112,Ariana Grande,The Wizard and I (Live),0.9288,0.4132976190476192,"[6.10101885e-06 4.11083417e-08 5.56340906e-09 1.11744058e-07
 9.92970051e-01 3.33104343e-04 6.69057958e-03 5.56340906e-09]",anticipation
113,Ariana Grande,The Way (Fabolous Remix),0.9996,0.4320754716981126,"[1.00000000e+00 3.44247711e-14 4.24835426e-18 3.44247711e-14
 1.71390843e-15 5.74952226e-19 5.74952226e-19 2.31952283e-16]",joy
114,Ariana Grande,Still Hurting,-0.2958,0.500547138047138,"[8.05985526e-03 2.19089581e-02 5.95547227e-02 4.40053187e-01
 2.19089581e-02 4.40053187e-01 8.05985526e-03 4.01276565e-04]",others
115,Ariana Grande,Higher,-0.9767,0.4211538461538461,"[3.34857585e-04 3.34857585e-04 3.34857585e-04 9.98196392e-01
 6.13313060e-06 3.34857585e-04 3.34857585e-04 1.23187221e-04]",fear
116,Ariana Grande,Close to You,0.9367,0.5944444444444446,"[0.84776322 0.04220765 0.01552733 0.01552733 0.01552733 0.04220765
 0.00571218 0.01552733]",joy
117,Ariana Grande,​my heart belongs to daddy (live),0.9958,0.4293650793650794,"[0.09830597 0.03616474 0.03616474 0.09830597 0.26722332 0.26722332
 0.09830597 0.09830597]",others
118,Ariana Grande,Die In Your Arms [Justin Bieber],0.9869,0.4511904761904761,"[9.99842221e-01 1.23390333e-04 1.12517419e-07 1.66990656e-05
 4.13928452e-08 8.31397521e-07 5.60191243e-09 1.66990656e-05]",joy
119,Ariana Grande,Do You Love Me?,0.9997,0.4491647241647239,"[1.00000000e+00 3.53262857e-24 3.53262857e-24 1.05306174e-20
 1.56288219e-18 1.15482242e-17 2.61027907e-23 7.09547416e-23]",joy
120,Ariana Grande,Emotions [Mariah Carey cover],0.9956,0.5252380952380953,"[9.52327471e-01 5.85130221e-06 5.85130221e-06 4.32356003e-05
 1.17526547e-04 4.74135929e-02 4.32356003e-05 4.32356003e-05]",joy
121,Ariana Grande,The Way (Spanglish Version) [feat. J Balvin],0.9994,0.436363636363636,"[1.00000000e+00 3.44247711e-14 1.71390843e-15 2.54366565e-13
 6.30511676e-16 8.53304763e-17 3.13913279e-17 3.44247711e-14]",joy
122,Ariana Grande,Don’t Be Gone Too Long,0.9926,0.5988385598141697,"[2.68859656e-01 4.49041353e-06 4.49041353e-06 1.22062095e-05
 7.30836318e-01 2.45168272e-04 3.31799175e-05 4.49041353e-06]",anticipation
123,Ariana Grande,One Last Time (Attends-moi),0.9907,0.6583333333333333,"[7.86869249e-01 1.31420548e-05 1.77858370e-06 3.57238086e-05
 1.06491173e-01 1.06491173e-01 6.54304378e-07 9.71073798e-05]",joy
124,Ariana Grande,Be Alright (Demo),0.9986,0.505812324929972,"[9.99833672e-01 1.66989228e-05 6.14319040e-06 1.66989228e-05
 1.23389278e-04 2.25995345e-06 3.05851441e-07 8.31390413e-07]",joy
125,Ariana Grande,All I Want for Christmas Is You,0.9509,0.3988721804511277,"[9.99996754e-01 5.60277825e-09 1.52299303e-08 5.60277825e-09
 8.31526020e-07 2.26032207e-06 1.12534809e-07 1.52299303e-08]",joy
126,Ariana Grande,Ariana Grande’s Tattoos,0.981,0.6481481481481481,"[0.27737192 0.01380953 0.01380953 0.03753821 0.27737192 0.10203943
 0.27737192 0.00068754]",others
127,Ariana Grande,Quit (Demo),-0.9765,0.6244444444444445,"[7.58256006e-10 9.99999951e-01 5.60279616e-09 4.13993752e-08
 2.78946796e-10 1.02618791e-10 2.78946796e-10 7.58256006e-10]",sadness
128,Ariana Grande,Ain’t About What You Got,0.9676,0.4215277777777777,"[7.17140347e-01 2.40573785e-04 1.31348836e-02 6.53947349e-04
 4.83205365e-03 8.85021497e-05 8.85021497e-05 2.63821190e-01]",joy
129,Ariana Grande,You’re My Only Shawty,0.9958,0.1396227768215718,"[4.87096429e-01 1.63402648e-04 4.44174449e-04 4.44174449e-04
 2.42511032e-02 4.87096429e-01 4.44174449e-04 6.01124749e-05]",others
130,Ariana Grande,7 rings (live)​,0.9985,0.5144318181818183,"[1.06474291e-01 3.57181455e-05 2.63923381e-04 4.83392534e-06
 1.06474291e-01 7.86744510e-01 1.77830175e-06 6.54200655e-07]",trust
